Timestamp,Age,Gender,Country,self employed,work interfere,no employees,remote work,tech company,benefits,care options,wellness program,seek help,leave,mental health consequence,phys health consequence,coworkers,supervisor,mental vs physical
8/27/2014 15:26,27,MALE,United States,No,Never,More than 1000,No,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 16:26,26,MALE,United States,No,Never,26-100,No,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,No,No
8/27/2014 16:42,27,MALE,United States,No,Never,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 16:53,25,MALE,United States,No,Never,More than 1000,No,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 16:17,36,MALE,United States,No,Never,26-100,No,No,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/28/2014 10:11,25,MALE,United States,No,Never,26-100,No,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/29/2014 10:32,31,FEMALE,United States,No,Never,100-500,Yes,Yes,Yes,Yes,Yes,No,Very easy,Yes,Yes,No,No,No
8/29/2014 9:46,26,FEMALE,United States,No,Never,100-500,No,Yes,No,No,No,No,Very easy,Yes,No,No,No,No
11/30/2015 21:25,33,FEMALE,United States,No,Never,100-500,Yes,Yes,No,Yes,No,No,Very easy,Yes,No,No,No,No
8/27/2014 12:18,27,FEMALE,United States,No,Never,100-500,No,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,No,Yes,No
8/28/2014 10:45,34,MALE,United States,No,Never,More than 1000,No,No,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,No
8/28/2014 18:17,42,MALE,United States,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes
8/28/2014 17:27,23,MALE,United States,No,Never,500-1000,Yes,No,No,No,No,No,Very easy,Yes,No,No,No,No
8/28/2014 15:50,24,MALE,United States,No,Never,100-500,No,Yes,Yes,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/28/2014 15:01,26,MALE,United States,No,Never,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,No
8/28/2014 17:01,31,MALE,United States,No,Never,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/29/2014 20:53,22,MALE,United States,No,Never,500-1000,No,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/29/2014 23:51,23,MALE,United States,No,Never,26-100,Yes,Yes,Yes,No,No,No,Very easy,Yes,Yes,Yes,No,No
8/29/2014 7:51,34,MALE,United States,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/29/2014 0:06,31,MALE,United States,No,Never,More than 1000,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/29/2014 12:45,28,MALE,United States,No,Never,26-100,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,Yes,No
8/29/2014 9:47,32,MALE,United States,No,Never,More than 1000,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,No,Yes,No
8/29/2014 11:05,45,MALE,United States,No,Never,More than 1000,Yes,No,No,No,No,Yes,Very easy,Yes,No,Yes,No,No
8/27/2014 13:09,33,MALE,United States,No,Never,26-100,No,Yes,Yes,No,No,No,Very easy,Yes,No,No,Yes,No
8/27/2014 14:37,29,MALE,United States,No,Never,26-100,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 14:15,26,MALE,United States,No,Never,More than 1000,No,Yes,Yes,No,No,Yes,Very easy,No,Yes,Yes,Yes,No
8/27/2014 14:18,28,MALE,United States,No,Never,More than 1000,No,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 11:36,45,MALE,United States,No,Never,More than 1000,No,No,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 11:42,43,MALE,United States,No,Never,100-500,No,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 14:45,37,MALE,United States,No,Never,More than 1000,No,Yes,No,No,Yes,Yes,Very easy,No,No,No,Yes,No
8/27/2014 21:21,24,MALE,United States,No,Never,100-500,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 22:21,26,MALE,United States,No,Never,500-1000,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 20:52,23,MALE,United States,No,Never,26-100,Yes,Yes,No,Yes,No,No,Very easy,No,No,No,No,No
8/27/2014 15:22,35,MALE,United States,No,Never,26-100,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,No,Yes,No
8/27/2014 17:03,38,MALE,United States,No,Never,500-1000,Yes,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,No,No
8/27/2014 17:12,28,MALE,United States,No,Never,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,Yes
8/27/2014 16:20,28,MALE,United States,No,Never,500-1000,No,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 15:53,35,MALE,United States,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,No,Yes,Yes
8/28/2014 14:52,32,FEMALE,United States,No,Sometimes,100-500,No,No,Yes,No,Yes,Yes,Very easy,Yes,Yes,Yes,No,No
8/29/2014 11:32,31,FEMALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Very easy,No,No,Yes,Yes,No
8/27/2014 17:56,35,FEMALE,United States,No,Sometimes,500-1000,No,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 12:57,26,FEMALE,United States,No,Sometimes,26-100,No,Yes,Yes,No,No,No,Very easy,No,No,Yes,Yes,Yes
8/28/2014 13:48,27,FEMALE,United States,No,Sometimes,100-500,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 20:33,28,FEMALE,United States,No,Sometimes,500-1000,No,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/29/2014 17:04,27,FEMALE,United States,No,Sometimes,100-500,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,Yes
8/27/2014 14:19,34,FEMALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 15:22,41,FEMALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,No,Very easy,Yes,No,Yes,Yes,Yes
8/27/2014 15:43,37,FEMALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,No,No
